host	logname	time	method	url	response	bytes	referer	useragent
128.126.216.37	-	807282739	GET	/software/winvn/bluemarb.gif	200	4441		
128.126.216.37	-	807282739	GET	/images/construct.gif	200	1414		
128.126.216.37	-	807282739	GET	/software/winvn/winvn.gif	200	25218		
hitiij.hitachi.co.jp	-	807282741	GET	/	200	7280		
alfred.uib.no	-	807282743	GET	/shuttle/missions/sts-70/mission-sts-70.html	200	20224		
pw3og.ess.harris.com	-	807282743	GET	/images/USA-logosmall.gif	200	234		
alfred.uib.no	-	807282745	GET	/shuttle/missions/sts-70/sts-70-patch-small.gif	200	5978		
128.126.216.37	-	807282749	GET	/images/KSC-logosmall.gif	200	1204		
128.126.216.37	-	807282750	GET	/images/WORLD-logosmall.gif	200	669		
128.126.216.37	-	807282750	GET	/images/USA-logosmall.gif	200	234		
152.120.99.19	-	807282750	GET	/procurement/midrange/midpilot.htm	200	1381		
128.126.216.37	-	807282752	GET	/images/MOSAIC-logosmall.gif	200	363		
petunia.bruyeres.cea.fr	-	807282752	GET	/htbin/wais.pl?liftoff	200	5462		
192.214.69.69	-	807282753	GET	/history/mercury/mercury.html	200	1871		
192.214.69.69	-	807282755	GET	/images/mercury-logo.gif	200	6588		
hitiij.hitachi.co.jp	-	807282755	GET	/images/ksclogo-medium.gif	200	5866		
alfred.uib.no	-	807282755	GET	/images/launch-logo.gif	200	1713		
alfred.uib.no	-	807282756	GET	/shuttle/resources/orbiters/discovery.html	200	6849		
alfred.uib.no	-	807282758	GET	/shuttle/resources/orbiters/discovery-logo.gif	200	4179		
www-c2.proxy.aol.com	-	807282759	GET	/	200	7280		
hitiij.hitachi.co.jp	-	807282760	GET	/images/NASA-logosmall.gif	200	786		
alfred.uib.no	-	807282761	GET	/images/ksclogosmall.gif	200	3635		
alfred.uib.no	-	807282761	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932		
edams.ksc.nasa.gov	-	807282763	GET	/ksc.html	200	7280		
edams.ksc.nasa.gov	-	807282763	GET	/images/ksclogo-medium.gif	200	5866		
edams.ksc.nasa.gov	-	807282764	GET	/images/NASA-logosmall.gif	200	786		
edams.ksc.nasa.gov	-	807282764	GET	/images/MOSAIC-logosmall.gif	200	363		
163.205.12.126	-	807282764	GET	/	304	0		
hitiij.hitachi.co.jp	-	807282765	GET	/images/MOSAIC-logosmall.gif	200	363		
edams.ksc.nasa.gov	-	807282766	GET	/images/USA-logosmall.gif	200	234		
edams.ksc.nasa.gov	-	807282766	GET	/images/WORLD-logosmall.gif	200	669		
192.214.69.69	-	807282766	GET	/images/ksclogosmall.gif	200	3635		
tlorek.interart.com	-	807282766	GET	/ksc.html	200	0		
163.205.12.126	-	807282766	GET	/images/ksclogo-medium.gif	304	0		
alfred.uib.no	-	807282767	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
163.205.12.126	-	807282767	GET	/images/NASA-logosmall.gif	304	0		
163.205.12.126	-	807282767	GET	/images/MOSAIC-logosmall.gif	304	0		
163.205.12.126	-	807282767	GET	/images/USA-logosmall.gif	304	0		
192.67.113.130	-	807282768	GET	/	200	7280		
www-c2.proxy.aol.com	-	807282769	GET	/images/NASA-logosmall.gif	200	786		
163.205.12.126	-	807282769	GET	/images/WORLD-logosmall.gif	304	0		
192.67.113.130	-	807282769	GET	/images/ksclogo-medium.gif	200	5866		
192.67.113.130	-	807282769	GET	/images/MOSAIC-logosmall.gif	200	363		
192.67.113.130	-	807282769	GET	/images/USA-logosmall.gif	200	234		
192.214.69.69	-	807282771	GET	/history/apollo/images/apollo-logo.gif	200	3047		
hitiij.hitachi.co.jp	-	807282772	GET	/images/USA-logosmall.gif	200	234		
hitiij.hitachi.co.jp	-	807282776	GET	/images/WORLD-logosmall.gif	200	669		
www-c2.proxy.aol.com	-	807282779	GET	/images/WORLD-logosmall.gif	200	669		
159.142.182.194	-	807282781	GET	/ksc.html	200	7280		
130.110.74.81	-	807282781	GET	/shuttle/missions/sts-76/mission-sts-76.html	200	3161		
159.142.182.194	-	807282782	GET	/images/ksclogo-medium.gif	200	5866		
192.67.113.130	-	807282782	GET	/images/WORLD-logosmall.gif	200	0		
192.67.113.130	-	807282782	GET	/images/NASA-logosmall.gif	200	0		
192.214.69.69	-	807282783	GET	/history/mercury/ma-8/ma-8.html	200	1100		
159.142.182.194	-	807282783	GET	/images/NASA-logosmall.gif	200	786		
159.142.182.194	-	807282783	GET	/images/USA-logosmall.gif	200	234		
159.142.182.194	-	807282783	GET	/images/MOSAIC-logosmall.gif	200	363		
192.214.69.69	-	807282784	GET	/history/mercury/ma-8/ma-8-patch-small.gif	200	24809		
159.142.182.194	-	807282786	GET	/images/WORLD-logosmall.gif	200	669		
130.110.74.81	-	807282786	GET	/shuttle/missions/sts-76/sts-76-info.html	200	1428		
192.67.113.130	-	807282786	GET	/elv/elvpage.htm	200	7775		
192.67.113.130	-	807282787	GET	/elv/elvhead3.gif	200	9925		
192.67.113.130	-	807282787	GET	/elv/endball.gif	200	306		
192.67.113.130	-	807282788	GET	/elv/PEGASUS/minpeg1.gif	200	1055		
192.67.113.130	-	807282791	GET	/elv/SCOUT/scout.gif	200	1165		
130.110.74.81	-	807282792	GET	/shuttle/missions/sts-76/sounds/	200	378		
192.67.113.130	-	807282796	GET	/elv/DELTA/delta.gif	200	2244		
192.67.113.130	-	807282798	GET	/elv/ATLAS_CENTAUR/atlas.gif	200	0		
192.67.113.130	-	807282798	GET	/elv/TITAN/titan.gif	200	0		
192.214.69.69	-	807282799	GET	/images/KSC-logosmall.gif	200	1204		
130.110.74.81	-	807282799	GET	/shuttle/missions/sts-76/movies/	200	378		
n1144700.ksc.nasa.gov	-	807282800	GET	/ksc.html	200	7280		
192.67.113.130	-	807282800	GET	/elv/elvpage.htm	200	7775		
163.206.42.60	-	807282800	GET	/ksc.html	200	7280		
n1144700.ksc.nasa.gov	-	807282801	GET	/images/ksclogo-medium.gif	200	5866		
163.205.16.75	-	807282802	GET	/shuttle/missions/sts-69/mission-sts-69.html	200	10566		
163.206.42.60	-	807282802	GET	/images/ksclogo-medium.gif	200	5866		
192.214.69.69	-	807282803	GET	/history/apollo/images/APOLLO-logosmall.gif	200	1173		
n1144700.ksc.nasa.gov	-	807282803	GET	/images/NASA-logosmall.gif	200	786		
n1144700.ksc.nasa.gov	-	807282804	GET	/images/MOSAIC-logosmall.gif	200	363		
n1144700.ksc.nasa.gov	-	807282804	GET	/images/USA-logosmall.gif	200	234		
n1144700.ksc.nasa.gov	-	807282804	GET	/images/WORLD-logosmall.gif	200	669		
163.205.16.75	-	807282805	GET	/shuttle/missions/sts-69/sts-69-patch-small.gif	200	8083		
130.110.74.81	-	807282807	GET	/shuttle/missions/sts-76/images/	200	378		
163.206.42.60	-	807282807	GET	/images/NASA-logosmall.gif	200	786		
163.206.42.60	-	807282808	GET	/images/MOSAIC-logosmall.gif	200	363		
163.206.42.60	-	807282808	GET	/images/USA-logosmall.gif	200	234		
163.206.42.60	-	807282808	GET	/images/WORLD-logosmall.gif	200	669		
192.67.113.130	-	807282808	GET	/elv/uplink.htm	200	1374		
192.67.113.130	-	807282809	GET	/elv/elvhead2.gif	200	1733		
163.205.16.75	-	807282809	GET	/images/KSC-logosmall.gif	200	1204		
163.205.16.75	-	807282810	GET	/images/launch-logo.gif	200	1713		
163.205.16.75	-	807282811	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
michaelf.hcl.com	-	807282816	GET	/shuttle/countdown/countdown.html	200	4324		
michaelf.hcl.com	-	807282819	GET	/shuttle/countdown/count70.gif	200	46573		
michaelf.hcl.com	-	807282819	GET	/images/NASA-logosmall.gif	200	786		
michaelf.hcl.com	-	807282819	GET	/images/KSC-logosmall.gif	200	1204		
internet-gw.ford.com	-	807282822	GET	/shuttle/missions/51-l/51-l-info.html	200	1387		
130.110.74.81	-	807282824	GET	/shuttle/missions/sts-77/mission-sts-77.html	200	3063		
internet-gw.ford.com	-	807282824	GET	/shuttle/missions/51-l/51-l-patch-small.gif	200	10495		
192.67.113.130	-	807282824	GET	/elv/elvpage.htm	200	7775		
128.126.216.37	-	807282825	GET	/software/winvn/wvlarge.gif	200	23416		
petunia.bruyeres.cea.fr	-	807282827	GET	/shuttle/missions/sts-69/mission-sts-69.html	200	10566		
163.205.16.75	-	807282827	GET	/facilities/lc39a.html	200	7008		
128.159.144.38	-	807282828	GET	/ksc.html	200	7280		
128.159.144.38	-	807282829	GET	/images/ksclogo-medium.gif	200	5866		
130.110.74.81	-	807282830	GET	/shuttle/missions/sts-77/sts-77-info.html	200	1428		
128.159.144.38	-	807282830	GET	/images/NASA-logosmall.gif	200	786		
128.159.144.38	-	807282830	GET	/images/MOSAIC-logosmall.gif	200	363		
128.159.144.38	-	807282831	GET	/images/USA-logosmall.gif	200	234		
128.159.144.38	-	807282831	GET	/images/WORLD-logosmall.gif	200	669		
163.205.16.75	-	807282831	GET	/images/lc39a-logo.gif	200	13116		
130.110.74.81	-	807282833	GET	/shuttle/missions/sts-77/sounds/	200	378		
192.67.113.130	-	807282835	GET	/elv/DELTA/delta.gif	200	2244		
192.67.113.130	-	807282835	GET	/elv/TITAN/titan.gif	200	3530		
163.205.16.75	-	807282835	GET	/images/kscmap-tiny.gif	200	2537		
192.67.113.130	-	807282836	GET	/elv/ATLAS_CENTAUR/atlas.gif	200	2286		
192.67.113.130	-	807282836	GET	/elv/hot.gif	200	1007		
128.159.145.21	-	807282836	GET	/shuttle/missions/sts-69/mission-sts-69.html	200	10566		
163.205.16.75	-	807282836	GET	/images/ksclogosmall.gif	200	3635		
130.110.74.81	-	807282837	GET	/shuttle/missions/sts-77/movies/	200	378		
128.159.145.21	-	807282838	GET	/shuttle/missions/sts-69/sts-69-patch-small.gif	200	8083		
192.67.113.130	-	807282839	GET	/images/KSC-logosmall.gif	200	0		
192.67.113.130	-	807282839	GET	/elv/struct.gif	200	0		
joe03.slip.yorku.ca	-	807282840	GET	/shuttle/missions/sts-69/mission-sts-69.html	200	10566		
130.110.74.81	-	807282840	GET	/shuttle/missions/sts-77/images/	200	378		
198.185.178.157	-	807282840	GET	/shuttle/missions/sts-71/images/images.html	200	0		
128.159.145.21	-	807282844	GET	/images/KSC-logosmall.gif	200	1204		
128.159.145.21	-	807282845	GET	/images/launch-logo.gif	200	1713		
128.159.145.21	-	807282846	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
joe03.slip.yorku.ca	-	807282847	GET	/shuttle/missions/sts-69/sts-69-patch-small.gif	200	8083		
168.190.23.99	-	807282849	GET	/shuttle/countdown/	200	4324		
128.159.122.107	-	807282851	GET	/finance/main.htm	200	1974		
n1032427.ksc.nasa.gov	-	807282852	GET	/ksc.html	200	7280		
168.190.23.99	-	807282853	GET	/shuttle/countdown/count70.gif	200	46573		
n1032427.ksc.nasa.gov	-	807282854	GET	/images/ksclogo-medium.gif	200	5866		
n1032427.ksc.nasa.gov	-	807282855	GET	/images/NASA-logosmall.gif	200	786		
128.159.122.107	-	807282855	GET	/finance/collsm1.gif	200	52781		
n1032427.ksc.nasa.gov	-	807282855	GET	/images/MOSAIC-logosmall.gif	200	363		
n1032427.ksc.nasa.gov	-	807282855	GET	/images/USA-logosmall.gif	200	234		
n1032427.ksc.nasa.gov	-	807282855	GET	/images/WORLD-logosmall.gif	200	669		
joe03.slip.yorku.ca	-	807282856	GET	/images/KSC-logosmall.gif	200	1204		
128.159.122.107	-	807282856	GET	/finance/suit.gif	200	1294		
130.110.74.81	-	807282856	GET	/shuttle/missions/sts-78/mission-sts-78.html	200	4711		
128.159.122.107	-	807282857	GET	/finance/links.gif	200	1069		
128.159.122.107	-	807282857	GET	/finance/ref_btn.gif	200	2582		
joe03.slip.yorku.ca	-	807282857	GET	/images/launch-logo.gif	200	1713		
128.159.122.107	-	807282857	GET	/finance/webserch.gif	200	2682		
128.159.122.107	-	807282858	GET	/finance/toairpla.gif	200	2498		
128.159.122.107	-	807282858	GET	/finance/book.gif	200	3203		
128.159.122.107	-	807282859	GET	/finance/tour.gif	200	2845		
168.190.23.99	-	807282859	GET	/images/KSC-logosmall.gif	200	1204		
168.190.23.99	-	807282859	GET	/images/NASA-logosmall.gif	200	786		
128.159.122.107	-	807282859	GET	/finance/brrow_1t.gif	200	632		
internet-gw.ford.com	-	807282860	GET	/shuttle/missions/51-l/news/	200	368		
heimdallp2.compaq.com	-	807282860	GET	/shuttle/missions/missions.html	200	8677		
heimdallp2.compaq.com	-	807282862	GET	/images/launchmedium.gif	200	11853		
joe03.slip.yorku.ca	-	807282862	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
pl23769.ksc.nasa.gov	-	807282863	GET	/	200	7280		
alta.atk.com	-	807282864	GET	/elv/DELTA/dsolids.jpg	200	24558		
dynam70.nbnet.nb.ca	-	807282866	GET	/shuttle/missions/sts-69/images/temp/KSC-95EC-0694.JPG	200	368413		
128.217.62.1	-	807282866	GET	/ksc.html	200	7280		
130.110.74.81	-	807282867	GET	/shuttle/missions/sts-78/sts-78-info.html	200	1428		
128.217.62.1	-	807282867	GET	/images/ksclogo-medium.gif	200	5866		
internet-gw.ford.com	-	807282868	GET	/icons/menu.xbm	200	527		
internet-gw.ford.com	-	807282868	GET	/icons/blank.xbm	200	509		
128.217.62.1	-	807282869	GET	/images/NASA-logosmall.gif	200	786		
128.217.62.1	-	807282870	GET	/images/MOSAIC-logosmall.gif	200	363		
heimdallp2.compaq.com	-	807282870	GET	/images/NASA-logosmall.gif	200	786		
heimdallp2.compaq.com	-	807282870	GET	/images/KSC-logosmall.gif	200	1204		
130.110.74.81	-	807282871	GET	/shuttle/missions/sts-78/sounds/	200	378		
128.217.62.1	-	807282871	GET	/images/USA-logosmall.gif	200	234		
lis2_p3.telepac.pt	-	807282872	GET	/shuttle/countdown/video/livevideo2.gif	200	57344		
128.217.62.1	-	807282872	GET	/images/WORLD-logosmall.gif	200	669		
130.110.74.81	-	807282875	GET	/shuttle/missions/sts-78/movies/	200	378		
128.159.145.21	-	807282875	GET	/ksc.html	200	7280		
alpha2.csd.uwm.edu	-	807282876	GET	/shuttle/missions/sts-70/movies/woodpecker.mpg	200	190269		
edams.ksc.nasa.gov	-	807282876	GET	/ksc.html	200	7280		
internet-gw.ford.com	-	807282876	GET	/shuttle/missions/51-l/	200	1712		
128.159.145.21	-	807282877	GET	/images/ksclogo-medium.gif	200	5866		
babu.ncsc.mil	-	807282879	GET	/	200	7280		
130.110.74.81	-	807282880	GET	/shuttle/missions/sts-78/images/	200	378		
babu.ncsc.mil	-	807282880	GET	/images/ksclogo-medium.gif	200	5866		
128.159.145.21	-	807282881	GET	/images/NASA-logosmall.gif	200	786		
babu.ncsc.mil	-	807282881	GET	/images/MOSAIC-logosmall.gif	200	363		
babu.ncsc.mil	-	807282881	GET	/images/NASA-logosmall.gif	200	786		
128.159.145.21	-	807282882	GET	/images/MOSAIC-logosmall.gif	200	363		
babu.ncsc.mil	-	807282882	GET	/images/USA-logosmall.gif	200	234		
128.159.145.21	-	807282882	GET	/images/USA-logosmall.gif	200	234		
128.159.145.21	-	807282882	GET	/images/WORLD-logosmall.gif	200	669		
babu.ncsc.mil	-	807282883	GET	/images/WORLD-logosmall.gif	200	669		
internet-gw.ford.com	-	807282883	GET	/icons/blank.xbm	200	509		
internet-gw.ford.com	-	807282883	GET	/icons/menu.xbm	200	527		
internet-gw.ford.com	-	807282884	GET	/icons/image.xbm	200	509		
cs204.nuri.net	-	807282885	GET	/shuttle/missions/sts-71/movies/sts-71-tcdt-crew-walkout.mpg	200	163840		
internet-gw.ford.com	-	807282885	GET	/icons/text.xbm	200	527		
firewall.dfw.ibm.com	-	807282886	GET	/images/rss.gif	200	283389		
130.110.74.81	-	807282891	GET	/history/history.html	200	1602		
130.110.74.81	-	807282897	GET	/history/apollo/apollo.html	200	3260		
heimdallp2.compaq.com	-	807282898	GET	/images/launch.gif	200	240458		
n1031629.ksc.nasa.gov	-	807282900	GET	/ksc.html	200	7280		
babu.ncsc.mil	-	807282900	GET	/shuttle/missions/missions.html	200	8677		
babu.ncsc.mil	-	807282900	GET	/images/launchmedium.gif	200	11853		
babu.ncsc.mil	-	807282902	GET	/images/KSC-logosmall.gif	200	1204		
n1031629.ksc.nasa.gov	-	807282902	GET	/images/ksclogo-medium.gif	200	5866		
128.159.145.21	-	807282903	GET	/images/KSC-logosmall.gif	200	1204		
n1031629.ksc.nasa.gov	-	807282905	GET	/images/NASA-logosmall.gif	200	786		
n1031629.ksc.nasa.gov	-	807282905	GET	/images/MOSAIC-logosmall.gif	200	363		
n1031629.ksc.nasa.gov	-	807282906	GET	/images/USA-logosmall.gif	200	234		
n1031629.ksc.nasa.gov	-	807282906	GET	/images/WORLD-logosmall.gif	200	669		
internet-gw.ford.com	-	807282910	GET	/shuttle/missions/51-l/mission-51-l.html	200	6658		
130.110.74.81	-	807282911	GET	/history/apollo/apollo-7/apollo-7.html	200	14440		
alta.atk.com	-	807282914	GET	/elv/DELTA/del181.gif	200	85813		
babu.ncsc.mil	-	807282915	GET	/shuttle/missions/51-l/mission-51-l.html	200	6658		
babu.ncsc.mil	-	807282915	GET	/shuttle/missions/51-l/51-l-patch-small.gif	200	10495		
babu.ncsc.mil	-	807282916	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
babu.ncsc.mil	-	807282916	GET	/images/launch-logo.gif	200	1713		
internet-gw.ford.com	-	807282917	GET	/images/launch-logo.gif	200	1713		
internet-gw.ford.com	-	807282917	GET	/images/KSC-logosmall.gif	200	1204		
internet-gw.ford.com	-	807282917	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
130.110.74.81	-	807282923	GET	/history/apollo/apollo-7/apollo-7-info.html	200	1434		
163.205.16.75	-	807282924	GET	/images/rss.gif	200	283389		
163.205.11.31	-	807282928	GET	/ksc.html	200	7280		
163.205.11.31	-	807282929	GET	/images/ksclogo-medium.gif	200	5866		
163.205.11.31	-	807282930	GET	/images/NASA-logosmall.gif	200	786		
land.mwsu.edu	-	807282930	GET	/ksc.html	200	7280		
163.205.11.31	-	807282930	GET	/images/MOSAIC-logosmall.gif	200	363		
163.205.11.31	-	807282930	GET	/images/USA-logosmall.gif	200	234		
163.205.11.31	-	807282930	GET	/images/WORLD-logosmall.gif	200	669		
land.mwsu.edu	-	807282934	GET	/images/ksclogo-medium.gif	200	5866		
land.mwsu.edu	-	807282934	GET	/images/NASA-logosmall.gif	200	786		
land.mwsu.edu	-	807282934	GET	/images/MOSAIC-logosmall.gif	200	363		
edams.ksc.nasa.gov	-	807282935	GET	/ksc.html	200	7280		
land.mwsu.edu	-	807282935	GET	/images/USA-logosmall.gif	200	234		
edams.ksc.nasa.gov	-	807282935	GET	/images/ksclogo-medium.gif	200	5866		
slip37-202.il.us.ibm.net	-	807282936	GET	/ksc.html	200	7280		
edams.ksc.nasa.gov	-	807282936	GET	/images/NASA-logosmall.gif	200	786		
stri-tcp1.stricom.army.mil	-	807282936	GET	/shuttle/missions/missions.html	200	8677		
edams.ksc.nasa.gov	-	807282936	GET	/images/MOSAIC-logosmall.gif	200	363		
edams.ksc.nasa.gov	-	807282937	GET	/images/USA-logosmall.gif	200	234		
edams.ksc.nasa.gov	-	807282937	GET	/images/WORLD-logosmall.gif	200	669		
land.mwsu.edu	-	807282938	GET	/images/WORLD-logosmall.gif	200	669		
130.110.74.81	-	807282940	GET	/history/apollo/apollo-8/apollo-8.html	200	3625		
petunia.bruyeres.cea.fr	-	807282942	GET	/facts/about_ksc.html	200	3977		
slip37-202.il.us.ibm.net	-	807282943	GET	/images/ksclogo-medium.gif	200	5866		
130.110.74.81	-	807282944	GET	/history/apollo/apollo-8/apollo-8-info.html	200	1434		
alta.atk.com	-	807282945	GET	/elv/DELTA/rosat.jpg	200	21591		
edams.ksc.nasa.gov	-	807282949	GET	/ksc.html	200	7280		
edams.ksc.nasa.gov	-	807282954	GET	/images/ksclogo-medium.gif	200	5866		
slip37-202.il.us.ibm.net	-	807282955	GET	/images/NASA-logosmall.gif	200	786		
edams.ksc.nasa.gov	-	807282955	GET	/images/NASA-logosmall.gif	200	786		
edams.ksc.nasa.gov	-	807282955	GET	/images/MOSAIC-logosmall.gif	200	363		
edams.ksc.nasa.gov	-	807282955	GET	/images/USA-logosmall.gif	200	234		
edams.ksc.nasa.gov	-	807282955	GET	/images/WORLD-logosmall.gif	200	669		
130.110.74.81	-	807282955	GET	/history/apollo/apollo-9/apollo-9.html	200	3526		
slip37-202.il.us.ibm.net	-	807282955	GET	/images/MOSAIC-logosmall.gif	200	363		
slip37-202.il.us.ibm.net	-	807282956	GET	/images/WORLD-logosmall.gif	200	669		
slip37-202.il.us.ibm.net	-	807282957	GET	/images/USA-logosmall.gif	200	234		
joe03.slip.yorku.ca	-	807282958	GET	/shuttle/missions/sts-69/sts-69-press-kit.txt	200	116194		
130.110.74.81	-	807282961	GET	/history/apollo/apollo-9/apollo-9-info.html	200	1434		
stri-tcp1.stricom.army.mil	-	807282966	GET	/images/launchmedium.gif	200	11853		
alpha2.csd.uwm.edu	-	807282966	GET	/shuttle/missions/sts-70/movies/woodpecker.mpg	200	81920		
alta.atk.com	-	807282970	GET	/elv/DELTA/euve.jpg	200	19088		
petunia.bruyeres.cea.fr	-	807282977	GET	/images/launchpalms-small.gif	200	11473		
130.110.74.81	-	807282980	GET	/history/apollo/apollo-10/apollo-10.html	200	3592		
130.110.74.81	-	807282987	GET	/history/apollo/apollo-10/apollo-10-info.html	200	1457		
alpha2.csd.uwm.edu	-	807282987	GET	/shuttle/missions/sts-70/movies/woodpecker.mpg	200	81920		
stri-tcp1.stricom.army.mil	-	807282989	GET	/images/NASA-logosmall.gif	200	786		
131.144.196.114	-	807282990	GET	/images/launchmedium.gif	200	11853		
stri-tcp1.stricom.army.mil	-	807282992	GET	/images/KSC-logosmall.gif	200	1204		
se1720.ksc.nasa.gov	-	807282992	GET	/	200	7280		
dialin3.wantree.com.au	-	807282996	GET	/history/skylab/skylab.html	200	1687		
internet-gw.ford.com	-	807282996	GET	/history/history.html	200	1602		
internet-gw.ford.com	-	807283002	GET	/history/apollo/images/apollo-small.gif	200	9630		
131.144.196.114	-	807283003	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	13450		
internet-gw.ford.com	-	807283003	GET	/images/NASA-logosmall.gif	200	786		
130.110.74.81	-	807283004	GET	/history/apollo/apollo-11/apollo-11.html	200	44877		
131.144.196.114	-	807283004	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
bway-slip6.dynamic.usit.net	-	807283006	GET	/images/	200	17688		
bway-slip6.dynamic.usit.net	-	807283009	GET	/icons/blank.xbm	200	509		
131.144.196.114	-	807283009	GET	/images/KSC-logosmall.gif	200	1204		
131.144.196.114	-	807283009	GET	/images/launch-logo.gif	200	1713		
131.144.196.114	-	807283009	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
148.61.101.8	-	807283010	GET	/history/mercury/mr-3/mr-3-patch-small.gif	200	19084		
bway-slip6.dynamic.usit.net	-	807283011	GET	/icons/menu.xbm	200	527		
bway-slip6.dynamic.usit.net	-	807283013	GET	/icons/image.xbm	200	509		
130.110.74.81	-	807283014	GET	/history/apollo/apollo-11/apollo-11-info.html	200	1457		
enigma.idirect.com	-	807283016	GET	/shuttle/missions/sts-77/sts-77-info.html	200	1428		
enigma.idirect.com	-	807283018	GET	/shuttle/missions/sts-77/sts-77-patch-small.gif	200	4179		
bway-slip6.dynamic.usit.net	-	807283020	GET	/icons/unknown.xbm	200	515		
hberger-ppp.sp.trw.com	-	807283022	GET	/elv/DELTA/delta.htm	200	809		
vewer.sso.az.honeywell.com	-	807283024	GET	/shuttle/missions/missions.html	304	0		
hberger-ppp.sp.trw.com	-	807283024	GET	/elv/elvhead2.gif	200	1733		
vewer.sso.az.honeywell.com	-	807283025	GET	/images/launchmedium.gif	304	0		
vewer.sso.az.honeywell.com	-	807283026	GET	/images/KSC-logosmall.gif	304	0		
vewer.sso.az.honeywell.com	-	807283026	GET	/images/NASA-logosmall.gif	304	0		
internet-gw.ford.com	-	807283030	GET	/history/apollo/apollo.html	200	3260		
130.110.74.81	-	807283032	GET	/history/apollo/apollo-12/apollo-12.html	200	2557		
internet-gw.ford.com	-	807283034	GET	/history/apollo/images/footprint-small.gif	200	18149		
130.110.74.81	-	807283036	GET	/history/apollo/apollo-12/apollo-12-info.html	200	1457		
srv1.freenet.calgary.ab.ca	-	807283037	GET	/images/	200	17688		
stri-tcp1.stricom.army.mil	-	807283039	GET	/shuttle/missions/sts-70/mission-sts-70.html	200	20224		
n868740.ksc.nasa.gov	-	807283039	GET	/ksc.html	200	7280		
enigma.idirect.com	-	807283040	GET	/shuttle/missions/sts-77/movies/	200	378		
n868740.ksc.nasa.gov	-	807283041	GET	/images/ksclogo-medium.gif	200	5866		
enigma.idirect.com	-	807283043	GET	/icons/menu.xbm	200	527		
enigma.idirect.com	-	807283043	GET	/icons/blank.xbm	200	509		
www-c6.proxy.aol.com	-	807283043	GET	/images/	200	17688		
n868740.ksc.nasa.gov	-	807283044	GET	/images/NASA-logosmall.gif	200	786		
n868740.ksc.nasa.gov	-	807283045	GET	/images/MOSAIC-logosmall.gif	200	363		
n868740.ksc.nasa.gov	-	807283045	GET	/images/USA-logosmall.gif	200	234		
n868740.ksc.nasa.gov	-	807283046	GET	/images/WORLD-logosmall.gif	200	669		
130.110.74.81	-	807283050	GET	/history/apollo/apollo-13/apollo-13.html	200	18556		
enigma.idirect.com	-	807283051	GET	/shuttle/missions/sts-77/	200	1596		
enigma.idirect.com	-	807283053	GET	/icons/text.xbm	200	527		
enigma.idirect.com	-	807283054	GET	/icons/image.xbm	200	509		
131.144.196.114	-	807283054	GET	/shuttle/missions/missions.html	200	8677		
131.144.196.114	-	807283056	GET	/images/NASA-logosmall.gif	200	786		
www-c6.proxy.aol.com	-	807283060	GET	/icons/menu.xbm	200	527		
130.110.74.81	-	807283060	GET	/history/apollo/apollo-13/apollo-13-info.html	200	1583		
www-c6.proxy.aol.com	-	807283060	GET	/icons/image.xbm	200	509		
131.144.196.114	-	807283063	GET	/shuttle/missions/sts-70/mission-sts-70.html	200	20224		
www-c6.proxy.aol.com	-	807283063	GET	/icons/blank.xbm	200	509		
gventura.eig485.af.mil	-	807283064	GET	/ksc.html	200	7280		
internet-gw.ford.com	-	807283064	GET	/history/apollo/apollo-13/apollo-13.html	200	18556		
131.144.196.114	-	807283065	GET	/shuttle/missions/sts-70/sts-70-patch-small.gif	200	5978		
gventura.eig485.af.mil	-	807283068	GET	/images/ksclogo-medium.gif	200	5866		
petunia.bruyeres.cea.fr	-	807283068	GET	/htbin/wais.pl	200	308		
internet-gw.ford.com	-	807283071	GET	/history/apollo/apollo-13/apollo-13-patch-small.gif	200	12859		
131.144.196.114	-	807283072	GET	/shuttle/countdown/	200	4324		
internet-gw.ford.com	-	807283072	GET	/images/ksclogosmall.gif	200	3635		
internet-gw.ford.com	-	807283072	GET	/history/apollo/images/footprint-logo.gif	200	4209		
199.1.50.225	-	807283072	GET	/history/apollo/apollo-11/apollo-11-patch-small.gif	200	11175		
131.144.196.114	-	807283075	GET	/shuttle/countdown/count70.gif	200	46573		
petunia.bruyeres.cea.fr	-	807283076	GET	/htbin/wais.pl?phone	200	8265		
130.110.74.81	-	807283076	GET	/history/apollo/apollo-14/apollo-14.html	200	2521		
stri-tcp1.stricom.army.mil	-	807283076	GET	/shuttle/missions/sts-70/sts-70-patch-small.gif	200	5978		
130.110.74.81	-	807283081	GET	/history/apollo/apollo-14/apollo-14-info.html	200	1457		
160.151.233.33	-	807283083	GET	/shuttle/missions/sts-69/mission-sts-69.html	200	10566		
131.144.196.114	-	807283090	GET	/shuttle/countdown/liftoff.html	200	5220		
